,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
4484,No,Air Miles,Letter,Low,2,No,Low,2,0,2,No,1135.5
4485,No,Air Miles,Postcard,Low,1,No,Low,2,1,4,Yes,169.5
4486,No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,810.5
4487,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,129.5
4488,No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,1030.75
4489,No,Cash Back,Letter,Medium,1,No,High,2,0,2,No,778.25
4490,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,832.75
4491,No,Cash Back,Postcard,Medium,2,No,High,2,2,5,Yes,1113.25
4492,No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,906.5
4493,No,Air Miles,Letter,Low,1,Yes,High,1,1,3,Yes,1256.5
4494,No,Points,Letter,Medium,1,Yes,Low,3,1,2,Yes,1187.75
4495,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,730.75
4496,No,Points,Letter,Low,1,No,Low,1,2,3,Yes,652.5
4497,No,Points,Postcard,High,3,Yes,Medium,1,2,5,Yes,1127.0
4498,No,Points,Letter,High,1,No,High,1,0,5,No,1139.0
4499,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1283.25
4500,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1044.75
4501,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,1073.75
4502,No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,1041.5
4503,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,972.75
4504,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,1041.5
4505,Yes,Cash Back,Postcard,Low,2,No,Low,1,0,4,No,1066.75
4506,No,Cash Back,Letter,Medium,2,Yes,Medium,2,0,4,No,1130.25
4507,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1165.75
4508,No,Points,Postcard,Medium,1,No,High,1,0,4,No,210.0
4509,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,772.0
4510,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,838.25
4511,No,Cash Back,Letter,Medium,1,No,Low,2,0,4,No,1083.5
4512,No,Points,Letter,Low,1,No,Medium,1,0,3,No,1047.0
4513,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,1199.75
4514,No,Cash Back,Postcard,Low,1,No,High,1,0,3,No,854.25
4515,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,905.5
4516,No,Air Miles,Letter,Medium,1,Yes,High,2,0,5,No,104.5
4517,No,Cash Back,Letter,High,2,No,High,2,1,2,Yes,1642.5
4518,No,Air Miles,Postcard,High,1,No,Low,3,2,3,Yes,340.75
4519,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,926.75
4520,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,Yes,187.0
4521,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,1099.75
4522,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,928.0
4523,No,Air Miles,Letter,Medium,1,No,High,1,0,4,No,1832.25
4524,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,0,3,No,969.25
4525,No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,943.5
4526,No,Points,Letter,Low,2,Yes,High,3,1,3,Yes,1080.75
4527,No,Cash Back,Letter,High,3,Yes,Low,3,1,4,Yes,769.0
4528,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,1348.75
4529,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1164.25
4530,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,935.0
4531,No,Points,Letter,High,1,No,Medium,2,0,4,No,1458.25
4532,No,Air Miles,Postcard,High,2,No,High,2,0,4,No,861.25
4533,No,Air Miles,Postcard,Low,1,No,Medium,2,0,4,No,640.5
4534,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,982.0
4535,No,Air Miles,Letter,High,1,Yes,High,2,0,5,No,1352.25
4536,No,Air Miles,Postcard,High,2,No,Low,1,0,3,No,999.5
4537,No,Air Miles,Postcard,High,1,No,Low,2,0,3,No,105.25
4538,No,Points,Letter,Medium,1,No,Medium,4,1,3,Yes,997.25
4539,Yes,Points,Letter,Medium,1,No,Low,1,0,5,No,999.0
4540,No,Points,Postcard,Medium,2,No,Medium,1,1,1,Yes,954.75
4541,No,Air Miles,Letter,High,1,No,High,1,0,3,No,296.5
4542,No,Points,Letter,Low,1,No,Low,2,1,2,Yes,235.75
4543,No,Air Miles,Letter,Low,1,No,High,2,2,1,Yes,1129.25
4544,No,Points,Letter,Medium,1,No,High,1,0,2,No,902.25
4545,No,Air Miles,Postcard,High,1,No,High,2,0,5,No,991.75
4546,No,Points,Letter,Medium,1,Yes,Low,2,0,4,No,1174.0
4547,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,859.75
4548,No,Air Miles,Postcard,Low,1,No,High,3,1,4,Yes,1207.75
4549,No,Cash Back,Postcard,Medium,1,No,Medium,1,0,4,No,1054.75
4550,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,275.0
4551,No,Cash Back,Postcard,Medium,1,Yes,Low,1,0,3,No,1145.5
4552,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,4,Yes,946.75
4553,No,Air Miles,Letter,High,2,Yes,Low,2,1,5,Yes,1019.5
4554,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,943.25
4555,No,Cash Back,Letter,High,1,Yes,Low,3,1,5,Yes,1488.0
4556,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,972.25
4557,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,726.75
4558,No,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,269.25
4559,Yes,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,121.0
4560,No,Cash Back,Postcard,Medium,1,No,High,4,1,1,Yes,908.5
4561,No,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,1105.25
4562,No,Cash Back,Postcard,High,2,No,Medium,3,1,2,Yes,1281.25
4563,No,Cash Back,Letter,Medium,1,No,Low,3,0,4,No,679.5
4564,No,Air Miles,Postcard,High,1,No,High,2,0,3,No,889.5
4565,No,Points,Letter,Medium,1,No,Low,2,0,4,No,1033.25
4566,Yes,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,358.5
4567,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1403.5
4568,No,Air Miles,Letter,High,1,No,Medium,1,0,1,No,1126.0
4569,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,4,No,696.75
4570,No,Air Miles,Letter,Low,1,No,High,2,0,5,No,1208.25
4571,No,Cash Back,Postcard,Low,2,No,High,1,2,3,Yes,928.5
4572,No,Air Miles,Postcard,Low,2,No,High,2,1,6,Yes,1083.25
4573,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1326.25
4574,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,835.25
4575,No,Air Miles,Letter,Low,2,No,Medium,2,1,4,Yes,910.25
4576,No,Cash Back,Letter,Low,1,No,Low,1,0,2,No,1330.0
4577,No,Air Miles,Letter,Medium,1,No,High,1,0,5,No,1219.0
4578,No,Cash Back,Letter,Low,2,No,Low,2,2,4,Yes,982.0
4579,No,Points,Letter,Low,1,No,Low,1,2,4,Yes,736.5
4580,No,Points,Postcard,High,1,No,Low,1,0,2,No,812.0
4581,No,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1250.25
4582,No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,945.5
4583,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1033.25
4584,No,Air Miles,Postcard,Medium,1,No,High,1,0,5,No,240.5
4585,No,Points,Postcard,Medium,1,No,High,3,0,3,No,364.25
4586,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,1009.25
4587,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1169.25
4588,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1128.5
4589,No,Cash Back,Postcard,Medium,1,No,Low,1,0,5,No,1128.0
4590,No,Cash Back,Postcard,Low,1,No,Medium,2,0,3,No,1144.0
4591,No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,255.25
4592,No,Air Miles,Postcard,Medium,1,No,Low,2,0,3,No,1025.75
4593,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,4,Yes,888.25
4594,No,Cash Back,Postcard,Medium,1,No,High,1,2,3,Yes,1077.0
4595,No,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1040.25
4596,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1125.5
4597,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,860.75
4598,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,994.0
4599,No,Points,Letter,Low,1,No,Medium,1,1,6,Yes,935.0
4600,No,Air Miles,Postcard,High,1,No,Low,2,0,2,No,305.5
4601,No,Points,Letter,Low,1,No,High,2,1,3,Yes,1623.25
4602,No,Cash Back,Postcard,Medium,1,No,Medium,1,0,2,No,1243.5
4603,Yes,Points,Postcard,Medium,2,No,Low,3,0,4,No,1008.5
4604,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,1390.75
4605,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,299.5
4606,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1062.5
4607,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,170.5
4608,No,Cash Back,Postcard,High,1,No,Low,2,0,1,No,1092.0
4609,No,Air Miles,Letter,Low,1,No,High,2,1,3,Yes,1340.25
4610,No,Points,Postcard,Medium,1,No,High,1,0,4,No,950.0
4611,No,Points,Letter,Medium,1,No,Medium,3,0,1,No,930.0
4612,No,Points,Letter,High,2,No,High,1,0,2,No,313.25
4613,No,Air Miles,Postcard,Medium,1,No,High,1,0,3,No,769.25
4614,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1068.25
4615,No,Air Miles,Postcard,Medium,1,No,High,2,0,3,No,1034.25
4616,No,Points,Postcard,High,2,No,Medium,2,0,4,No,260.5
4617,No,Cash Back,Postcard,Medium,2,No,High,3,1,2,Yes,1548.25
4618,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1281.75
4619,No,Points,Postcard,Low,1,No,Medium,1,0,3,No,1051.25
4620,No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,1131.5
4621,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,989.5
4622,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,745.75
4623,No,Air Miles,Postcard,Medium,1,No,High,2,0,2,No,1385.25
4624,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1023.25
4625,No,Points,Letter,Low,1,No,Medium,2,0,2,No,1066.0
4626,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,268.0
4627,No,Cash Back,Letter,Low,2,Yes,High,2,1,4,Yes,274.75
4628,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,854.0
4629,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,673.0
4630,No,Points,Letter,High,3,No,Low,4,1,5,Yes,988.0
4631,No,Cash Back,Letter,High,1,Yes,Low,2,2,4,Yes,998.75
4632,No,Air Miles,Letter,Low,1,No,Medium,2,0,3,No,1464.75
4633,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,958.25
4634,No,Points,Postcard,Medium,2,No,High,2,1,4,Yes,1477.0
4635,No,Air Miles,Postcard,Low,1,No,Low,2,1,6,Yes,718.5
4636,No,Cash Back,Letter,Low,1,No,High,2,0,4,No,991.25
4637,No,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,821.75
4638,No,Cash Back,Postcard,Medium,1,No,Low,1,0,3,No,1096.25
4639,No,Points,Letter,Medium,1,No,High,3,2,4,Yes,1494.0
4640,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,781.0
4641,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1263.0
4642,No,Points,Letter,Medium,1,No,Medium,1,2,3,Yes,1151.75
4643,No,Air Miles,Letter,High,1,No,Low,2,1,5,Yes,1118.25
4644,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,757.0
4645,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,1181.25
4646,No,Points,Letter,Medium,2,No,High,1,0,3,No,1287.75
4647,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1759.25
4648,No,Cash Back,Letter,High,2,No,Medium,1,1,5,Yes,798.25
4649,No,Points,Postcard,High,1,No,Low,2,0,3,No,750.5
4650,No,Points,Postcard,Medium,1,No,Low,1,0,2,No,1004.75
4651,No,Cash Back,Postcard,High,1,No,Low,1,2,4,Yes,1020.5
4652,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,920.75
4653,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,1066.5
4654,No,Air Miles,Postcard,Low,1,No,Medium,1,0,5,No,946.5
4655,Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1072.25
4656,No,Cash Back,Postcard,High,1,Yes,Medium,2,0,4,No,702.5
4657,No,Points,Postcard,High,1,No,Low,2,1,3,Yes,793.25
4658,No,Points,Letter,Low,1,No,Low,1,1,6,Yes,1088.25
4659,No,Cash Back,Letter,Low,2,Yes,High,2,1,5,Yes,1298.5
4660,No,Cash Back,Letter,Low,1,No,Low,2,2,2,Yes,671.75
4661,No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1296.75
4662,No,Cash Back,Letter,High,2,No,Medium,2,1,3,Yes,1094.0
4663,No,Points,Letter,Medium,1,No,High,3,0,5,No,1026.25
4664,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,958.5
4665,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,992.5
4666,No,Air Miles,Postcard,Low,1,No,Medium,2,0,5,No,955.5
4667,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,919.0
4668,No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,1068.75
4669,Yes,Points,Postcard,Medium,1,No,High,1,1,4,Yes,279.25
4670,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,972.5
4671,No,Air Miles,Postcard,Medium,2,No,High,1,1,5,Yes,956.0
4672,No,Points,Letter,Low,2,No,Medium,1,1,3,Yes,241.25
4673,No,Cash Back,Letter,Medium,1,No,High,2,0,5,No,701.5
4674,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,1195.0
4675,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1036.0
4676,No,Air Miles,Postcard,Low,2,No,Medium,3,2,3,Yes,1142.0
4677,No,Points,Letter,Medium,2,No,High,1,2,3,Yes,1166.75
4678,No,Cash Back,Postcard,High,1,No,High,1,2,2,Yes,918.0
4679,No,Air Miles,Letter,Medium,1,No,High,4,1,5,Yes,1695.5
4680,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,997.5
4681,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,326.75
4682,No,Points,Postcard,Low,1,Yes,High,2,1,1,Yes,1059.5
4683,No,Air Miles,Postcard,Medium,1,No,Medium,4,2,2,Yes,1273.5
4684,No,Points,Letter,Low,3,No,Medium,2,1,2,Yes,1183.0
4685,No,Cash Back,Postcard,High,2,No,High,4,0,4,No,1085.0
4686,No,Cash Back,Postcard,Medium,1,No,Low,2,0,6,No,1266.5
4687,No,Points,Postcard,High,1,No,Low,1,0,4,No,1225.25
4688,No,Points,Letter,Low,1,No,Low,2,0,4,No,1078.5
4689,No,Air Miles,Letter,Low,2,No,Medium,1,0,1,No,1079.25
4690,No,Air Miles,Letter,High,1,No,Low,2,2,2,Yes,1302.5
4691,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1297.5
4692,No,Cash Back,Letter,Medium,1,No,Medium,1,0,4,No,186.75
4693,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1171.75
4694,No,Points,Letter,Medium,1,No,High,2,0,4,No,1060.25
4695,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,858.5
4696,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,346.75
4697,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,3,Yes,1041.25
4698,No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,3,Yes,954.0
4699,Yes,Air Miles,Letter,Medium,1,No,Low,2,2,3,Yes,946.0
4700,No,Air Miles,Letter,High,1,No,Low,2,0,5,No,934.25
4701,No,Points,Postcard,Low,1,No,Low,3,1,4,Yes,747.75
4702,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1017.5
4703,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1037.25
4704,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,907.5
4705,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,2,No,995.0
4706,No,Cash Back,Letter,Medium,1,No,Medium,3,0,4,No,315.25
4707,No,Points,Letter,High,1,No,High,2,2,2,Yes,656.5
4708,No,Air Miles,Letter,Medium,1,No,Medium,2,0,3,No,926.5
4709,No,Points,Letter,High,1,No,Low,1,2,3,Yes,1319.25
4710,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,848.25
4711,No,Points,Postcard,Low,1,No,Medium,3,1,2,Yes,1276.25
4712,No,Cash Back,Postcard,Medium,1,No,High,4,1,3,Yes,972.0
4713,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1274.5
4714,No,Air Miles,Letter,High,1,No,Medium,1,0,2,No,746.25
4715,No,Cash Back,Letter,Medium,1,No,High,2,0,3,No,1084.0
4716,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,811.25
4717,No,Cash Back,Postcard,Medium,1,No,High,2,0,3,No,822.75
4718,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,732.25
4719,No,Cash Back,Letter,Low,1,No,Low,3,2,4,Yes,265.0
4720,No,Points,Postcard,Low,1,No,High,2,2,2,Yes,1237.75
4721,No,Air Miles,Postcard,High,1,No,High,2,2,1,Yes,1681.75
4722,No,Air Miles,Postcard,High,1,Yes,High,3,0,6,No,1030.5
4723,No,Points,Postcard,High,1,No,Low,2,0,3,No,1061.5
4724,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,2,No,1513.0
4725,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1128.75
4726,No,Cash Back,Postcard,Low,1,Yes,Low,2,1,5,Yes,1173.75
4727,No,Points,Letter,High,1,No,High,1,1,3,Yes,1301.5
4728,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,2,Yes,1072.0
4729,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,0,5,No,921.5
4730,No,Points,Postcard,Medium,1,No,High,2,0,2,No,1178.5
4731,No,Cash Back,Letter,High,1,No,High,1,0,6,No,849.0
4732,No,Air Miles,Letter,Medium,2,Yes,Medium,4,0,5,No,1251.0
4733,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1250.75
4734,No,Air Miles,Letter,Medium,2,No,Medium,2,0,2,No,988.25
4735,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,242.75
4736,No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,795.0
4737,No,Air Miles,Postcard,High,1,No,High,3,1,3,Yes,530.75
4738,No,Points,Letter,High,2,No,Medium,2,1,3,Yes,1328.25
4739,No,Cash Back,Postcard,Medium,1,No,Medium,2,0,3,No,1289.5
4740,No,Cash Back,Letter,Medium,1,No,High,2,0,2,No,1401.75
4741,No,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1313.25
4742,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,936.0
4743,No,Points,Postcard,Low,2,No,High,2,1,4,Yes,1027.5
4744,No,Points,Letter,Medium,2,Yes,Low,2,0,4,No,352.0
4745,No,Air Miles,Letter,Medium,1,No,High,1,0,4,No,1072.25
4746,No,Points,Letter,High,1,No,Low,1,1,4,Yes,294.75
4747,No,Air Miles,Letter,Medium,2,No,Low,2,0,5,No,1037.0
4748,No,Points,Letter,Medium,1,No,Medium,3,0,3,No,1187.5
4749,No,Air Miles,Postcard,Medium,2,No,High,3,2,4,Yes,287.25
4750,No,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,997.0
4751,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1122.25
4752,No,Cash Back,Letter,High,1,No,Low,4,1,3,Yes,747.25
4753,No,Points,Postcard,Medium,1,No,High,1,0,4,No,1083.0
4754,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,687.25
4755,No,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,1746.25
4756,No,Cash Back,Letter,High,1,No,Medium,2,0,3,No,293.75
4757,No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,940.5
4758,Yes,Cash Back,Letter,Low,1,No,Medium,1,1,6,Yes,213.0
4759,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,1035.0
4760,No,Points,Postcard,Low,2,No,High,2,1,2,Yes,1039.5
4761,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,815.25
4762,No,Points,Letter,High,1,No,High,2,0,4,No,1007.0
4763,No,Points,Letter,High,1,Yes,Low,1,1,5,Yes,1832.75
4764,No,Cash Back,Postcard,High,1,No,Low,1,0,5,No,220.25
4765,No,Points,Letter,Medium,2,No,Low,2,0,3,No,869.5
4766,No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1071.0
4767,No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,5,Yes,951.75
4768,No,Cash Back,Postcard,Low,2,No,Low,2,1,3,Yes,791.5
4769,No,Cash Back,Postcard,High,2,No,Low,4,2,5,Yes,1345.25
4770,No,Air Miles,Postcard,Medium,2,No,Medium,1,0,5,No,1216.0
4771,No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,1337.75
4772,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,975.25
4773,No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1071.0
4774,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,662.5
4775,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1021.5
4776,No,Cash Back,Letter,Low,1,No,Medium,4,0,4,No,1119.0
4777,No,Cash Back,Letter,High,1,No,Medium,2,1,2,Yes,1078.5
4778,No,Air Miles,Postcard,Low,1,No,Medium,1,2,3,Yes,1105.25
4779,No,Points,Letter,Medium,2,No,High,2,0,2,No,362.25
4780,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1100.5
4781,No,Air Miles,Letter,High,2,No,Low,3,1,1,Yes,1146.0
4782,No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,Yes,1240.25
4783,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,228.75
4784,No,Air Miles,Postcard,High,1,No,High,1,1,3,Yes,1506.5
4785,No,Cash Back,Postcard,Medium,3,No,High,1,2,4,Yes,858.0
4786,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1163.75
4787,No,Points,Letter,Medium,1,No,Medium,1,2,2,Yes,1269.5
4788,No,Air Miles,Postcard,Low,1,No,High,1,1,2,Yes,1161.5
4789,No,Air Miles,Letter,Medium,2,No,Medium,1,0,3,No,930.25
4790,No,Cash Back,Postcard,Low,1,No,Low,2,2,5,Yes,163.0
4791,Yes,Points,Postcard,High,1,No,Low,3,0,4,No,1277.25
4792,No,Cash Back,Postcard,High,1,Yes,Low,2,1,3,Yes,779.0
4793,No,Air Miles,Postcard,High,1,No,Low,2,0,4,No,606.5
4794,No,Points,Letter,Medium,1,No,Medium,2,2,4,Yes,1505.5
4795,No,Points,Letter,High,1,No,Low,1,1,4,Yes,1253.0
4796,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,361.75
4797,No,Points,Postcard,Medium,1,Yes,High,2,1,3,Yes,1079.25
4798,No,Cash Back,Postcard,Medium,1,No,High,2,2,3,Yes,950.0
4799,No,Points,Letter,Low,2,No,Low,2,1,2,Yes,988.0
4800,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,5,Yes,1269.75
4801,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1053.0
4802,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,986.25
4803,Yes,Air Miles,Postcard,High,1,No,Low,2,0,3,No,1274.0
4804,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1261.25
4805,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1225.5
4806,No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,1053.75
4807,No,Air Miles,Letter,Medium,1,No,Low,2,0,2,No,1056.25
4808,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1569.0
4809,No,Cash Back,Letter,High,2,No,Low,1,1,4,Yes,901.0
4810,No,Points,Letter,Medium,1,No,High,2,0,4,No,308.5
4811,No,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,926.0
4812,No,Points,Letter,Medium,1,No,Medium,3,0,4,No,848.25
4813,No,Points,Postcard,High,1,No,High,3,0,3,No,1428.25
4814,No,Cash Back,Postcard,Medium,1,No,High,3,0,3,No,744.5
4815,No,Air Miles,Letter,Medium,1,No,Low,3,0,3,No,1123.0
4816,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1016.75
4817,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1195.25
4818,No,Air Miles,Postcard,Low,1,Yes,High,1,1,2,Yes,1745.75
4819,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1054.75
4820,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,1245.25
4821,No,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1316.75
4822,No,Air Miles,Letter,High,1,No,Medium,1,1,2,Yes,985.25
4823,No,Air Miles,Letter,High,1,No,Medium,3,0,4,No,1027.5
4824,No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,281.0
4825,No,Air Miles,Letter,High,2,No,Low,3,1,4,Yes,362.75
4826,No,Cash Back,Letter,High,1,No,Low,2,1,6,Yes,1718.0
4827,Yes,Cash Back,Letter,Medium,1,No,Low,1,0,5,No,1162.0
4828,No,Points,Letter,Medium,1,No,Medium,2,0,3,No,818.75
4829,No,Points,Letter,High,1,No,Low,2,2,3,Yes,1151.5
4830,No,Cash Back,Letter,Medium,1,No,Medium,2,0,3,No,1004.0
4831,No,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1006.25
4832,No,Points,Postcard,Low,1,No,Low,2,0,3,No,1261.5
4833,No,Points,Postcard,Medium,1,No,High,2,0,3,No,985.5
4834,No,Air Miles,Letter,Medium,2,No,Low,1,0,4,No,1201.25
4835,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,395.75
4836,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,253.0
4837,No,Cash Back,Letter,High,1,No,High,4,1,5,Yes,1415.75
4838,No,Points,Postcard,Medium,2,No,Medium,3,1,6,Yes,935.75
4839,No,Points,Postcard,Low,1,Yes,High,2,1,4,Yes,922.5
4840,No,Air Miles,Letter,Low,1,No,High,1,0,3,No,288.75
